temperature,humidity,visibility,wind_speed,hour,weather_condition,risk_level
28.5,71.4,10.0,15.36,3,Clear,Medium
14.01,61.5,9.84,4.1,7,Clear,Low
19.86,41.3,13.05,1.9,22,Heavy Rain,High
9.31,85.9,8.96,4.86,12,Clear,Low
4.85,57.7,8.87,10.56,0,Cloudy,Medium
27.32,100.0,11.41,1.61,14,Snow,Medium
19.65,70.5,10.66,4.05,20,Fog,Low
20.88,87.8,6.29,19.0,1,Snow,High
33.03,76.4,8.72,20.07,4,Cloudy,Medium
2.34,88.7,10.31,10.8,11,Clear,Low
8.38,75.3,7.24,6.72,9,Cloudy,Medium
16.9,69.2,7.38,23.47,2,Cloudy,Low
8.23,84.7,4.83,15.47,4,Thunderstorm,High
24.4,100.0,0.35,15.67,12,Heavy Rain,High
12.75,60.1,7.88,17.08,14,Cloudy,Low
3.09,79.3,9.38,3.37,2,Cloudy,Low
15.79,64.9,5.71,13.93,17,Clear,Low
17.04,74.1,13.13,16.25,8,Cloudy,Low
26.22,65.8,5.86,12.96,23,Clear,Low
19.72,26.2,11.74,8.46,22,Snow,Medium
20.53,61.4,10.26,11.57,14,Cloudy,Low
18.84,83.0,15.0,1.74,0,Rain,High
12.74,51.2,10.62,17.53,3,Clear,Low
6.41,81.6,4.66,0.92,6,Cloudy,Low
18.47,68.3,12.16,4.65,10,Cloudy,Low
11.0,61.6,14.09,18.14,8,Clear,Medium
35.28,81.3,3.68,14.61,18,Clear,Medium
31.11,77.3,10.92,7.64,14,Rain,Medium
22.59,72.6,11.58,3.41,7,Cloudy,Medium
19.54,83.3,8.36,11.58,23,Rain,Medium
13.94,68.7,1.73,6.33,21,Fog,High
-0.13,35.4,8.11,16.32,15,Thunderstorm,High
12.41,58.2,7.26,7.35,5,Snow,Medium
16.22,32.5,13.59,3.76,21,Clear,Low
17.75,76.8,8.73,0.45,17,Clear,Low
20.63,81.1,7.76,8.16,3,Heavy Rain,Medium
26.06,82.0,7.24,12.98,4,Fog,Medium
6.69,73.8,9.98,1.53,6,Fog,Low
6.8,82.4,9.17,5.17,15,Rain,Low
32.41,36.6,6.63,19.13,21,Snow,Low
24.25,63.1,9.79,21.99,3,Clear,Low
10.31,39.5,7.33,14.49,0,Cloudy,Low
13.71,58.6,1.22,9.43,16,Clear,High
13.77,94.1,11.0,6.41,10,Clear,Low
15.38,84.7,10.72,16.85,1,Heavy Rain,High
20.67,76.9,9.6,9.15,10,Clear,Low
45.0,61.7,7.67,20.28,0,Heavy Rain,High
17.28,47.1,8.78,20.75,22,Heavy Rain,Medium
22.95,68.4,11.46,15.69,20,Snow,Medium
-5.24,85.0,7.1,7.52,10,Thunderstorm,High
9.18,72.4,11.58,8.22,19,Heavy Rain,High
29.75,36.5,4.58,2.79,21,Rain,Medium
19.83,66.9,9.5,11.53,0,Heavy Rain,High
-20.0,30.6,9.08,11.25,14,Clear,Low
23.09,79.5,12.01,0.4,5,Rain,Low
38.02,52.5,6.24,33.28,7,Fog,High
-8.95,43.0,6.57,17.01,15,Cloudy,Medium
33.23,79.7,4.82,4.44,3,Clear,Medium
-18.26,75.1,7.3,30.49,22,Cloudy,Medium
26.26,69.2,9.77,7.54,11,Clear,Low
14.9,100.0,3.61,19.47,20,Rain,Low
-13.2,76.4,7.67,12.79,0,Snow,High
20.35,53.4,10.83,7.84,18,Clear,Low
28.81,74.3,8.69,8.97,8,Cloudy,Low
19.37,59.9,9.23,24.93,16,Rain,Medium
22.02,87.8,4.48,19.89,12,Fog,Medium
10.06,70.1,8.7,10.9,13,Clear,Low
-7.34,71.8,9.09,6.45,13,Cloudy,Medium
23.3,39.0,8.51,14.74,11,Clear,Low
36.0,66.1,9.46,0.78,10,Cloudy,Low
28.55,64.0,8.07,16.85,23,Cloudy,Low
-8.85,46.6,7.63,5.57,23,Clear,Medium
-3.18,61.0,5.88,6.52,14,Clear,Low
4.85,72.8,11.92,6.26,3,Cloudy,Medium
-4.12,64.9,5.32,21.18,1,Clear,Medium
15.53,39.6,9.47,3.9,23,Fog,Medium
19.72,60.1,14.44,18.64,4,Thunderstorm,High
-2.16,56.6,12.3,15.08,16,Snow,High
24.33,68.5,10.53,11.35,17,Clear,Medium
22.21,66.5,9.75,7.97,19,Cloudy,Low
8.42,57.6,8.62,16.38,7,Cloudy,Low
12.93,56.9,6.3,8.04,15,Cloudy,Low
-8.4,66.2,8.24,7.96,10,Heavy Rain,Medium
11.01,82.3,10.72,12.57,5,Rain,Low
15.09,70.0,10.17,27.48,17,Clear,Low
17.02,90.6,11.37,1.62,18,Clear,Low
19.55,85.4,12.66,16.51,12,Rain,Medium
17.93,91.9,8.52,10.71,20,Snow,Medium
11.83,89.6,9.58,10.01,14,Rain,Medium
18.43,93.1,3.3,1.74,18,Clear,Medium
27.02,44.2,15.0,3.8,18,Cloudy,Medium
13.85,76.7,7.76,15.06,20,Cloudy,Low
18.81,86.9,10.96,0.58,15,Heavy Rain,High
12.77,90.2,7.76,21.15,1,Cloudy,Medium
7.24,51.1,7.69,2.86,23,Rain,Medium
21.27,76.8,8.29,16.96,23,Clear,Low
8.34,66.4,5.26,6.82,17,Clear,Low
19.63,98.2,1.56,6.38,22,Heavy Rain,High
15.34,40.0,12.48,3.78,4,Thunderstorm,Medium
11.35,51.2,10.64,15.93,21,Thunderstorm,Medium
11.06,32.4,6.25,18.44,3,Heavy Rain,High
8.9,67.6,10.36,9.16,15,Rain,Medium
-4.75,100.0,11.47,17.32,12,Cloudy,Low
19.59,64.2,6.92,12.11,20,Fog,Medium
17.78,66.8,10.24,0.01,12,Cloudy,Low
25.2,74.9,12.02,15.41,14,Rain,Low
8.62,62.9,4.68,9.3,7,Cloudy,High
37.74,71.6,10.6,11.53,11,Fog,High
10.44,72.1,10.09,8.48,8,Rain,Medium
4.5,49.8,14.64,3.24,22,Clear,Low
3.08,63.3,10.67,0.92,13,Fog,High
-5.81,78.4,7.77,9.76,4,Clear,Medium
33.39,81.7,8.11,11.32,1,Clear,Low
31.45,88.4,15.0,4.48,20,Cloudy,Low
22.21,71.0,7.94,16.75,14,Cloudy,Low
4.25,71.4,10.76,10.97,10,Snow,Medium
36.74,78.5,8.28,8.18,6,Cloudy,Low
10.78,54.3,12.24,12.39,7,Snow,Medium
11.77,53.6,12.39,22.85,14,Cloudy,Low
32.25,62.8,8.93,7.35,12,Cloudy,Low
22.91,42.0,7.78,23.7,12,Heavy Rain,Medium
41.41,72.3,7.71,6.45,15,Clear,Low
17.98,83.9,3.82,4.99,22,Clear,Low
10.24,52.2,9.3,8.38,4,Clear,Low
7.66,72.8,9.24,4.02,15,Clear,Low
-7.16,53.7,6.55,2.64,18,Rain,High
11.66,46.7,3.5,19.62,11,Clear,Low
28.74,100.0,9.62,13.44,9,Rain,High
22.19,47.0,10.0,5.26,12,Heavy Rain,High
15.24,42.0,10.18,18.07,16,Heavy Rain,Medium
3.06,68.9,6.03,16.76,8,Rain,Low
17.72,69.8,10.19,1.36,3,Cloudy,Medium
27.15,77.0,8.46,13.62,2,Thunderstorm,Medium
20.17,100.0,11.59,17.58,1,Clear,Low
17.0,51.0,6.08,2.44,21,Heavy Rain,Medium
5.44,54.6,12.45,14.57,3,Cloudy,Low
25.41,94.0,13.53,5.92,15,Snow,Medium
-20.0,81.9,9.35,16.88,4,Rain,High
19.59,79.4,10.21,3.6,12,Clear,Low
45.0,54.4,11.35,21.38,18,Snow,High
-3.1,85.3,5.92,9.81,3,Clear,Low
12.1,79.5,7.54,6.47,11,Snow,Medium
14.91,68.4,9.55,5.5,10,Cloudy,Low
9.45,54.5,15.0,19.87,18,Clear,Low
27.44,66.9,5.41,5.49,13,Rain,Medium
20.67,94.7,13.91,21.54,17,Cloudy,Low
16.83,45.3,8.42,13.92,14,Clear,Low
24.57,50.6,8.9,0.47,5,Snow,Medium
15.2,53.7,12.65,12.23,13,Clear,Low
45.0,57.6,15.0,12.42,21,Clear,Low
16.82,64.7,10.27,0.76,9,Clear,Low
17.34,82.3,12.49,12.07,18,Snow,Medium
-5.53,73.3,6.24,16.88,15,Clear,Medium
8.48,66.1,7.41,22.15,2,Heavy Rain,High
28.77,70.0,4.94,21.76,2,Heavy Rain,High
-1.03,76.2,7.45,33.5,13,Rain,Medium
-10.89,34.7,10.7,12.01,4,Cloudy,High
15.39,84.3,9.64,16.98,9,Cloudy,Low
31.45,50.1,14.18,6.54,10,Clear,Low
15.51,57.0,15.0,28.96,11,Rain,Low
10.97,71.1,8.59,3.98,17,Cloudy,Low
-7.3,63.6,6.96,28.55,8,Clear,Medium
20.43,73.8,12.48,27.4,2,Cloudy,Low
22.94,67.6,12.79,4.94,11,Clear,Low
-6.38,59.8,10.32,21.33,20,Clear,Low
28.61,92.5,11.12,16.11,8,Cloudy,Medium
24.19,77.7,10.65,8.29,18,Thunderstorm,Medium
28.59,70.4,6.03,10.78,11,Fog,Medium
22.0,77.5,5.34,14.39,4,Clear,Low
22.84,52.3,8.85,15.25,13,Cloudy,Low
21.25,100.0,8.4,25.45,11,Cloudy,Low
25.42,45.4,9.83,17.14,17,Rain,High
-6.83,67.0,8.61,5.07,16,Clear,High
-3.01,59.8,3.89,18.69,3,Cloudy,High
6.17,59.2,2.66,3.73,1,Cloudy,High
13.44,56.8,11.21,8.52,3,Cloudy,Low
19.66,51.1,7.01,9.39,16,Clear,Low
18.9,86.4,8.3,17.92,11,Rain,Medium
28.41,43.3,7.33,27.94,9,Clear,Low
28.78,82.7,6.26,13.96,11,Cloudy,Low
4.53,76.7,6.18,8.75,0,Snow,Medium
17.86,58.1,12.06,5.72,13,Clear,Low
4.83,74.6,8.28,19.52,3,Cloudy,Medium
12.74,62.2,10.9,10.25,14,Cloudy,Medium
18.86,45.2,11.31,7.47,3,Cloudy,Low
-20.0,45.4,9.95,20.56,6,Cloudy,Low
43.93,76.8,11.41,22.52,22,Rain,Medium
21.8,75.9,9.04,3.37,15,Rain,Low
7.85,69.4,13.09,1.47,21,Cloudy,Low
38.13,58.0,11.47,11.12,11,Clear,Low
10.83,61.6,11.87,1.74,17,Clear,Medium
16.59,59.1,6.18,0.51,11,Heavy Rain,High
9.15,33.6,9.79,2.63,15,Cloudy,Low
34.82,66.1,3.49,21.42,14,Cloudy,Low
13.74,74.4,13.2,17.85,0,Rain,Medium
16.79,66.2,7.13,34.12,14,Cloudy,Low
29.45,96.8,7.55,6.22,3,Cloudy,Medium
22.02,46.9,4.9,23.97,14,Clear,Medium
14.35,53.1,8.89,16.44,2,Fog,Medium
28.32,67.4,8.2,6.99,19,Snow,Medium
45.0,69.4,14.47,10.68,14,Snow,High
18.81,30.8,11.58,6.95,11,Clear,Low
16.4,75.8,7.46,14.33,22,Cloudy,Low
17.05,69.5,4.0,20.88,22,Fog,High
30.73,26.9,2.15,8.68,6,Fog,High
7.81,62.9,5.92,19.64,22,Clear,Low
11.66,50.4,5.01,23.44,10,Clear,Low
-3.45,56.8,10.05,25.45,8,Cloudy,Medium
0.79,40.9,8.57,1.44,22,Clear,Low
8.79,72.5,9.05,11.56,21,Clear,Low
14.33,96.7,6.15,18.38,20,Cloudy,Low
36.23,69.8,9.46,2.22,10,Clear,Low
21.43,26.1,4.74,0.21,14,Rain,Medium
4.06,70.1,8.74,11.76,23,Cloudy,Medium
6.26,61.5,11.49,8.28,0,Clear,Low
31.5,45.2,7.9,10.45,22,Snow,Medium
28.52,71.4,10.33,7.76,22,Cloudy,Low
15.34,80.8,3.07,31.44,10,Fog,Medium
9.69,53.0,2.83,7.85,0,Clear,Low
28.5,35.4,9.98,17.27,8,Rain,High
3.08,28.8,12.14,16.67,2,Cloudy,Low
19.7,53.0,8.29,3.2,16,Fog,Medium
42.27,62.2,15.0,25.2,8,Clear,Medium
17.46,55.7,4.67,17.63,8,Cloudy,Low
5.69,52.7,6.96,13.41,13,Clear,Low
19.92,75.2,9.42,21.52,15,Snow,Medium
9.36,73.3,10.39,11.57,3,Cloudy,Low
-1.73,68.6,7.25,19.94,10,Cloudy,Medium
23.41,79.7,5.82,4.89,2,Rain,Medium
28.41,53.2,10.86,19.36,12,Clear,Low
11.27,45.3,9.4,13.65,7,Clear,Low
10.47,55.6,7.97,13.79,9,Cloudy,Low
3.46,54.4,10.5,4.42,4,Cloudy,Low
13.2,28.1,8.59,10.03,19,Cloudy,Medium
8.25,55.2,8.58,9.77,6,Clear,Low
2.87,84.9,8.47,1.75,14,Heavy Rain,High
37.71,79.4,6.54,15.22,15,Rain,Low
20.6,74.5,6.23,26.16,16,Rain,High
21.87,67.4,7.42,0.79,0,Cloudy,Medium
25.6,91.1,9.1,16.41,19,Cloudy,Low
24.25,45.9,3.39,8.22,15,Rain,Medium
10.04,47.6,11.83,7.18,19,Thunderstorm,Medium
18.27,85.2,9.06,12.67,17,Clear,Low
11.77,65.5,5.8,12.81,12,Heavy Rain,Medium
20.26,52.9,13.85,13.66,17,Rain,Medium
19.1,74.9,9.13,1.82,6,Rain,Low
10.41,57.1,4.99,21.81,8,Clear,Medium
-0.95,49.9,13.72,12.73,8,Heavy Rain,High
16.75,49.4,13.06,17.34,9,Cloudy,Low
12.55,70.8,6.27,22.93,13,Cloudy,Low
-7.68,68.7,8.03,5.29,17,Cloudy,High
21.09,92.3,7.63,17.67,5,Snow,Medium
26.58,59.8,3.33,10.52,7,Rain,Medium
45.0,59.5,9.97,21.17,18,Clear,Low
10.31,90.9,11.54,4.79,18,Clear,Medium
8.54,82.7,10.97,20.42,5,Rain,Low
1.69,67.6,9.1,2.5,2,Snow,High
17.5,36.9,11.83,15.62,8,Cloudy,Medium
17.43,50.4,5.59,14.56,2,Rain,Low
5.26,46.0,14.45,10.6,15,Clear,Low
12.9,65.7,6.68,2.71,17,Clear,Medium
-8.74,55.8,7.02,8.68,16,Cloudy,Low
26.12,93.9,7.27,20.31,8,Cloudy,Low
5.75,36.7,7.06,25.39,9,Cloudy,Low
14.58,44.1,8.42,29.59,11,Clear,Low
-2.12,69.4,8.31,16.74,18,Clear,Medium
8.01,74.4,9.39,14.26,22,Cloudy,Low
11.64,18.4,6.54,16.04,21,Heavy Rain,Medium
14.86,33.8,9.5,29.36,8,Clear,Medium
20.76,60.3,5.73,16.69,3,Rain,Medium
32.27,89.4,11.2,12.78,1,Clear,Low
23.79,99.0,11.16,9.52,21,Clear,Low
26.55,57.5,8.98,10.56,22,Clear,Low
32.35,61.9,7.05,15.48,12,Cloudy,Low
21.84,49.9,9.93,5.24,1,Clear,Low
14.56,76.4,6.34,6.36,10,Cloudy,Low
27.11,92.5,9.1,11.43,17,Cloudy,Low
27.88,87.6,8.54,7.93,19,Snow,High
22.78,64.5,15.0,17.37,18,Heavy Rain,High
-2.46,49.9,5.32,18.07,18,Cloudy,Medium
4.9,65.1,1.0,14.36,2,Clear,High
11.7,89.9,7.09,16.41,16,Rain,High
24.36,57.8,3.85,13.06,23,Cloudy,Low
14.74,32.3,6.82,22.13,9,Heavy Rain,Medium
28.64,58.5,5.11,4.12,12,Snow,Medium
30.78,60.0,6.29,18.37,6,Clear,Low
29.39,32.2,5.81,4.45,19,Cloudy,Low
29.47,69.2,11.89,19.7,8,Clear,Low
2.56,74.1,8.85,20.2,23,Cloudy,High
20.79,98.5,12.23,9.61,13,Cloudy,Low
7.71,41.0,9.12,6.69,8,Fog,Low
-4.79,78.1,11.79,12.09,13,Cloudy,Medium
11.55,82.4,8.09,11.6,0,Cloudy,Medium
30.9,74.4,13.78,17.64,22,Cloudy,Low
20.53,46.9,10.41,9.07,10,Clear,Low
39.21,45.8,6.66,5.39,10,Rain,Low
17.13,66.7,10.86,2.89,9,Clear,Low
44.37,66.6,9.08,10.66,15,Cloudy,Low
17.13,54.9,8.39,7.55,18,Heavy Rain,Medium
15.27,88.2,9.29,1.5,15,Rain,Medium
-0.35,57.8,11.25,8.51,3,Clear,High
28.33,30.9,2.65,7.61,17,Cloudy,High
8.97,61.0,7.95,16.08,15,Heavy Rain,Medium
7.24,73.6,11.05,9.75,23,Clear,Low
30.37,71.2,9.74,3.22,6,Clear,Low
28.9,71.0,5.62,15.12,19,Cloudy,Low
28.58,91.9,1.9,33.78,21,Cloudy,High
10.65,44.9,14.1,21.68,0,Cloudy,Medium
14.39,57.4,8.44,18.11,21,Fog,Medium
14.28,92.8,13.54,10.24,19,Heavy Rain,High
24.39,29.6,11.38,7.58,19,Thunderstorm,High
33.64,64.0,6.62,6.96,23,Thunderstorm,High
19.42,87.1,1.5,14.17,4,Clear,Medium
38.7,86.9,7.61,1.78,0,Clear,Medium
25.77,76.9,8.89,13.98,14,Heavy Rain,High
12.18,77.3,10.35,6.03,14,Fog,High
24.94,46.3,5.67,3.43,20,Rain,Low
35.47,89.7,9.53,5.9,14,Clear,Low
38.98,43.4,9.53,23.26,2,Clear,Medium
29.24,44.5,11.96,13.25,12,Thunderstorm,High
15.31,72.0,8.08,19.97,9,Clear,Medium
12.4,56.1,10.33,5.94,21,Fog,Medium
21.91,68.7,9.87,20.13,16,Cloudy,Low
35.09,72.8,11.63,9.31,19,Fog,High
20.21,97.0,6.54,16.71,17,Clear,Low
20.45,72.8,0.1,8.44,4,Thunderstorm,High
15.62,53.9,8.29,13.66,20,Cloudy,Low
11.07,77.2,8.31,12.32,2,Heavy Rain,High
13.05,50.0,5.53,6.19,6,Clear,Low
16.63,81.4,4.48,17.14,3,Clear,Medium
35.62,66.2,7.28,25.78,2,Clear,Low
12.12,72.2,8.66,15.46,21,Heavy Rain,Medium
15.63,32.9,9.29,12.94,3,Clear,High
4.62,24.5,2.14,4.41,2,Rain,Medium
23.6,38.0,3.74,20.44,2,Clear,Low
31.4,96.4,12.39,7.4,15,Rain,Low
34.49,44.3,8.43,17.05,5,Clear,Low
17.44,78.2,8.99,18.86,16,Fog,High
21.89,53.4,5.0,20.89,6,Clear,Low
13.16,60.7,8.99,21.06,5,Fog,Medium
21.34,64.2,7.87,20.73,3,Cloudy,Low
18.77,94.6,7.14,0.69,5,Clear,Low
15.7,75.5,4.61,4.27,5,Snow,High
16.65,71.9,6.39,0.35,20,Clear,Low
20.42,88.3,14.92,0.96,12,Rain,Medium
11.47,53.6,7.95,25.73,10,Cloudy,Low
12.09,84.2,11.37,3.13,21,Heavy Rain,High
35.49,81.2,8.41,1.86,11,Clear,Low
45.0,81.0,8.06,11.5,21,Clear,Low
0.55,62.2,7.09,5.29,9,Fog,High
-0.11,57.1,13.04,32.36,23,Clear,Medium
3.51,49.3,10.12,9.54,4,Rain,Medium
13.76,50.5,6.63,16.01,12,Snow,Low
25.75,48.5,7.82,4.98,10,Clear,Low
22.1,71.6,12.23,2.96,21,Clear,Low
17.06,60.9,0.48,5.44,6,Clear,High
21.35,72.8,9.93,5.54,8,Fog,Medium
6.69,73.8,10.61,5.48,7,Fog,High
12.07,45.9,6.75,2.4,14,Fog,Low
14.76,45.4,9.46,13.22,4,Cloudy,Medium
-4.01,60.9,10.51,8.97,11,Cloudy,Medium
1.06,51.0,5.31,1.88,15,Fog,High
1.54,49.2,11.53,12.96,5,Fog,High
24.17,95.5,9.89,18.86,6,Clear,Low
17.94,37.4,8.54,22.78,3,Clear,Low
22.33,100.0,9.31,9.78,3,Cloudy,Low
-7.08,70.2,11.12,5.42,22,Heavy Rain,High
-2.8,82.8,15.0,0.34,19,Cloudy,Medium
22.96,80.6,10.83,6.13,4,Clear,Low
-18.34,76.1,11.43,24.5,13,Snow,High
29.7,94.9,9.58,5.46,2,Cloudy,Medium
-6.88,45.5,14.7,7.72,20,Clear,Low
25.12,62.2,4.6,4.54,18,Rain,Medium
4.34,49.6,3.79,26.63,18,Snow,High
27.59,34.5,9.46,8.7,7,Cloudy,Low
45.0,53.1,10.98,6.99,8,Thunderstorm,High
-12.28,98.7,1.28,4.21,20,Snow,High
23.34,61.9,8.99,3.49,13,Clear,Low
-6.7,100.0,8.46,21.92,13,Cloudy,Low
20.12,100.0,11.23,4.23,23,Clear,Medium
12.52,100.0,10.29,7.86,19,Cloudy,Low
16.56,99.3,3.58,11.29,8,Rain,Medium
4.06,100.0,5.76,5.24,1,Heavy Rain,High
24.37,70.9,6.58,3.61,5,Cloudy,Low
-2.38,69.1,11.22,10.49,18,Clear,Medium
29.9,70.3,10.12,5.14,3,Clear,Medium
10.09,65.0,7.14,19.28,7,Cloudy,Low
-1.83,67.7,9.43,16.65,22,Clear,Low
34.14,78.5,5.83,29.5,10,Clear,Low
14.19,56.6,15.0,12.99,5,Fog,Low
37.89,40.2,10.72,17.3,13,Cloudy,Low
29.66,71.5,11.36,8.77,22,Rain,Medium
5.42,52.5,13.13,27.41,5,Clear,Low
13.98,54.4,12.05,12.09,14,Fog,Medium
16.45,62.4,9.09,11.08,19,Snow,High
33.32,58.3,8.45,16.87,14,Cloudy,Low
20.25,85.0,12.86,6.2,21,Clear,Low
17.12,62.0,9.08,7.5,9,Heavy Rain,High
12.6,85.9,6.75,16.86,19,Cloudy,Medium
14.39,68.7,14.9,18.59,9,Snow,High
30.66,63.4,6.19,17.37,1,Cloudy,Medium
15.04,67.8,3.8,11.28,7,Fog,High
10.26,41.8,11.98,14.43,3,Rain,Low
8.23,71.1,6.81,20.64,17,Cloudy,Low
8.35,80.3,10.31,2.15,9,Heavy Rain,High
-1.83,82.8,14.45,12.01,17,Cloudy,High
6.0,40.7,4.88,14.2,17,Cloudy,Medium
32.98,37.7,8.88,18.66,12,Cloudy,Low
12.52,55.3,13.45,4.96,22,Cloudy,Low
23.45,89.9,11.05,5.2,10,Rain,Low
-14.75,69.0,8.46,10.9,16,Clear,Medium
21.82,51.1,15.0,17.57,15,Cloudy,Low
13.06,38.8,8.71,33.53,17,Cloudy,Medium
9.22,52.7,10.19,1.98,11,Clear,Low
17.17,51.5,13.95,4.35,10,Clear,Low
9.05,81.8,11.94,14.06,19,Rain,Medium
-10.49,83.2,12.97,5.46,21,Rain,Medium
26.07,46.1,6.3,19.52,1,Fog,High
17.92,78.6,12.68,10.49,23,Heavy Rain,Medium
11.23,76.7,9.51,19.97,21,Cloudy,Low
3.41,43.8,6.76,9.76,14,Clear,Low
-2.64,63.5,9.67,16.9,12,Clear,Low
17.69,71.1,9.57,3.39,10,Cloudy,Low
34.36,67.9,14.6,29.44,12,Cloudy,Low
17.44,34.2,10.14,3.3,4,Cloudy,Medium
-1.59,67.4,6.66,5.63,9,Cloudy,Medium
17.7,76.5,5.97,0.78,22,Clear,Low
14.36,93.4,8.86,19.2,12,Cloudy,Low
25.37,53.0,4.96,16.86,8,Clear,Low
22.28,55.2,6.85,1.04,5,Cloudy,Low
-20.0,61.2,8.27,20.97,18,Cloudy,Medium
21.54,70.2,7.73,5.71,11,Rain,Low
2.96,66.7,11.18,15.49,13,Rain,Medium
-2.06,75.9,6.79,17.6,9,Rain,High
12.74,44.7,1.59,9.8,0,Heavy Rain,High
19.93,72.1,3.94,20.19,7,Clear,Medium
-4.69,51.6,8.95,10.7,14,Fog,Medium
23.45,62.4,7.24,15.05,5,Cloudy,Low
24.16,95.7,5.29,9.53,12,Rain,Medium
15.56,39.8,14.88,4.81,20,Clear,Low
4.59,60.0,11.49,10.89,4,Clear,High
3.25,42.1,8.82,4.14,20,Fog,Medium
27.31,67.8,9.7,24.53,3,Clear,Low
-3.13,83.9,8.2,0.28,11,Cloudy,Low
27.77,68.1,5.24,23.03,15,Clear,Low
13.02,62.9,12.09,10.39,5,Clear,Low
13.85,88.9,11.55,15.66,5,Thunderstorm,Medium
-5.5,70.9,3.07,0.42,10,Rain,High
13.24,79.8,9.68,9.22,0,Rain,High
22.36,77.9,10.01,6.02,22,Clear,Low
-1.04,13.2,8.03,30.93,6,Clear,Low
20.98,63.6,15.0,5.8,18,Rain,Medium
16.07,45.6,14.97,22.38,6,Clear,Low
7.27,50.1,7.87,22.51,19,Clear,Medium
25.26,91.5,8.33,22.25,4,Cloudy,Medium
-11.43,58.3,7.98,6.66,16,Clear,Medium
19.16,99.1,7.17,28.24,17,Fog,Medium
34.43,39.7,6.24,30.11,17,Cloudy,Medium
32.28,45.5,10.52,15.3,1,Clear,Low
19.68,78.7,14.88,7.81,3,Cloudy,Low
11.38,58.9,13.65,4.25,20,Cloudy,Low
7.37,70.5,11.37,16.25,8,Cloudy,Low
11.36,63.0,1.78,12.58,19,Snow,High
21.53,62.4,3.41,13.64,19,Cloudy,Low
5.31,59.5,12.19,0.13,16,Clear,Low
24.09,68.2,13.86,12.3,4,Cloudy,Low
40.6,76.5,10.66,22.29,8,Rain,Medium
14.26,94.1,8.08,19.34,1,Clear,Low
-1.13,61.4,13.06,8.27,0,Snow,High
-1.14,57.9,11.26,11.02,20,Clear,Medium
24.32,55.6,12.41,1.22,11,Clear,Low
14.28,91.5,3.43,6.01,18,Fog,High
25.52,77.4,10.03,8.94,3,Clear,Low
8.6,30.8,14.32,17.7,3,Clear,Low
24.97,30.0,10.58,5.64,13,Clear,Low
13.1,50.1,11.84,2.68,12,Heavy Rain,Medium
6.21,69.1,9.11,18.82,9,Cloudy,Medium
10.19,64.4,9.32,8.2,1,Heavy Rain,Medium
0.64,74.3,13.21,4.45,6,Rain,Medium
38.87,61.8,6.99,19.31,3,Heavy Rain,Medium
13.84,90.2,6.7,16.13,3,Fog,Medium
22.73,78.9,7.57,10.13,6,Snow,Medium
8.56,66.4,9.07,8.84,15,Clear,Low
2.38,85.6,4.17,15.42,16,Fog,High
12.19,35.3,11.19,16.85,19,Cloudy,Medium
28.21,63.5,8.51,13.88,7,Heavy Rain,Medium
8.75,67.5,11.56,13.09,12,Cloudy,Low
4.55,75.8,2.64,6.54,19,Clear,High
16.87,34.1,11.57,7.08,11,Rain,Low
20.99,60.3,13.01,10.45,0,Rain,Medium
34.71,72.2,10.32,3.35,11,Fog,Medium
19.25,73.6,9.09,2.3,0,Cloudy,Low
22.73,86.4,11.6,11.19,9,Rain,Medium
23.63,78.7,12.81,20.91,7,Cloudy,Medium
1.16,63.9,10.57,6.66,21,Cloudy,Medium
3.44,77.1,10.79,8.48,17,Cloudy,Low
1.99,61.4,13.97,14.45,15,Cloudy,Medium
-0.99,67.6,11.28,21.65,22,Heavy Rain,High
24.55,79.3,6.6,28.2,22,Rain,Medium
18.48,64.2,12.8,9.68,7,Rain,Low
15.95,71.5,8.63,29.75,13,Fog,Medium
-16.11,82.3,9.1,16.1,13,Rain,Medium
39.67,77.8,9.32,19.33,0,Rain,High
4.27,87.2,11.91,2.41,0,Heavy Rain,High
39.62,100.0,14.25,16.08,8,Cloudy,Low
-2.39,77.7,9.07,20.11,0,Cloudy,Medium
5.25,56.7,14.19,5.8,16,Thunderstorm,Medium
-11.43,74.2,9.49,11.45,0,Cloudy,Medium
19.35,73.4,13.21,13.34,5,Cloudy,Low
1.78,76.0,9.6,10.07,2,Clear,Medium
2.12,91.9,7.52,24.1,11,Clear,Low
-1.47,34.7,14.77,7.16,20,Heavy Rain,High
24.33,92.2,7.24,5.65,1,Fog,High
23.54,98.3,7.04,1.46,15,Heavy Rain,High
36.74,75.2,5.23,6.33,13,Heavy Rain,Medium
6.77,75.7,12.8,36.0,21,Snow,Medium
17.63,60.7,13.51,2.28,14,Cloudy,Low
-0.47,65.1,10.12,0.02,20,Clear,Low
10.98,77.6,6.05,11.51,16,Rain,Medium
8.77,76.4,8.98,29.77,18,Fog,Medium
20.57,78.0,8.09,18.67,11,Cloudy,Low
27.2,76.3,5.91,25.97,8,Snow,High
26.89,81.2,7.53,8.53,12,Snow,Medium
4.89,79.2,10.52,0.51,3,Clear,Low
26.98,46.6,7.18,7.96,17,Cloudy,Low
14.47,80.0,9.88,10.88,2,Cloudy,Medium
11.1,98.5,3.67,12.1,22,Cloudy,Low
6.5,64.5,14.04,10.07,0,Clear,Low
8.28,92.0,7.83,17.32,2,Cloudy,Low
35.91,48.5,11.61,5.59,4,Rain,Medium
